h1,h2,left,right,above,below,front,behind,over,under,in,touch,at,between,near,on top of,beside,facing,total
25,23,0.9157894736842105,0.892,0.953846153846154,0.7130434782608696,0.6727272727272728,0.672,0.8666666666666666,0.9090909090909092,0.9,0.7644444444444444,0.9435897435897438,0.874074074074074,0.93125,0.8493506493506493,0.8666666666666666,0.5,0.8385120350109408
25,25,0.9052631578947368,0.9199999999999999,0.9,0.8,0.6818181818181819,0.752,0.8666666666666666,0.9272727272727274,0.8000000000000002,0.6933333333333334,0.9230769230769231,0.9111111111111111,0.90625,0.8155844155844155,1.0,0.65,0.8336980306345734
25,27,0.8842105263157893,0.8720000000000001,0.8384615384615385,0.7826086956521738,0.709090909090909,0.664,0.6666666666666666,0.890909090909091,0.82,0.7422222222222222,0.9743589743589745,0.8592592592592592,0.93125,0.8,0.7333333333333333,0.55,0.8210065645514224
25,29,0.8894736842105262,0.9199999999999999,0.876923076923077,0.6695652173913043,0.6863636363636363,0.6,0.7333333333333333,0.9454545454545455,0.8800000000000001,0.7555555555555555,0.953846153846154,0.9037037037037037,0.95,0.7922077922077921,0.8,0.45,0.8223194748358862
25,31,0.9105263157894739,0.884,0.876923076923077,0.7913043478260869,0.65,0.7040000000000001,0.5333333333333333,0.8545454545454547,0.8400000000000001,0.8,0.9487179487179489,0.8666666666666665,0.8875,0.8207792207792208,0.8666666666666666,0.6,0.8280087527352297
25,33,0.9105263157894736,0.8480000000000001,0.8307692307692308,0.791304347826087,0.6681818181818182,0.768,0.8666666666666666,0.890909090909091,0.8400000000000001,0.7511111111111111,0.9025641025641027,0.8888888888888887,0.9,0.8441558441558442,0.8666666666666666,0.8,0.8288840262582058
25,35,0.8473684210526317,0.8640000000000001,0.9230769230769231,0.7739130434782608,0.6863636363636363,0.72,0.7999999999999999,0.9636363636363636,0.8200000000000001,0.768888888888889,0.9230769230769231,0.9111111111111111,0.90625,0.8051948051948052,0.6,0.7,0.8258205689277901
27,15,0.868421052631579,0.8880000000000001,0.8307692307692307,0.826086956521739,0.7363636363636363,0.648,0.5999999999999999,0.890909090909091,0.8800000000000001,0.7511111111111111,0.9230769230769231,0.9111111111111111,0.93125,0.825974025974026,0.8,0.6,0.8306345733041576
27,17,0.9157894736842105,0.8959999999999999,0.8153846153846154,0.7478260869565219,0.690909090909091,0.744,0.6,0.9090909090909092,0.8800000000000001,0.76,0.9743589743589745,0.8666666666666666,0.94375,0.8259740259740258,0.8,0.55,0.8350109409190372
27,19,0.9052631578947368,0.8960000000000001,0.9076923076923077,0.6521739130434783,0.6909090909090909,0.68,0.7999999999999999,0.8363636363636363,0.86,0.7511111111111112,0.953846153846154,0.8666666666666666,0.93125,0.8311688311688311,0.4666666666666666,0.6,0.8258205689277899
27,21,0.8894736842105262,0.8959999999999999,0.8461538461538461,0.7478260869565216,0.7090909090909091,0.704,0.8666666666666666,0.9272727272727274,0.8400000000000001,0.7955555555555556,0.8871794871794872,0.888888888888889,0.90625,0.8337662337662337,0.7999999999999999,0.65,0.8323851203501093
27,23,0.894736842105263,0.852,0.8,0.773913043478261,0.740909090909091,0.68,0.8666666666666666,0.8727272727272727,0.8400000000000001,0.76,0.9282051282051282,0.8814814814814815,0.9,0.8467532467532468,0.8666666666666666,0.7,0.8293216630196938
27,25,0.9263157894736842,0.86,0.9,0.7304347826086957,0.7318181818181818,0.632,0.7333333333333333,0.8727272727272728,0.8400000000000001,0.72,0.9282051282051282,0.9481481481481481,0.8875,0.7974025974025974,0.9333333333333332,0.6,0.8223194748358862
27,27,0.9105263157894739,0.9119999999999999,0.8307692307692308,0.7826086956521741,0.6818181818181819,0.672,0.8,0.9272727272727274,0.86,0.7333333333333333,0.9333333333333333,0.8666666666666666,0.90625,0.7948051948051948,0.7999999999999999,0.6,0.8218818380743983
27,29,0.9210526315789472,0.876,0.8230769230769232,0.7652173913043478,0.7045454545454545,0.64,0.7333333333333333,0.890909090909091,0.82,0.7555555555555555,0.9282051282051282,0.874074074074074,0.93125,0.8285714285714285,0.8666666666666666,0.65,0.8262582056892779
27,31,0.8842105263157893,0.9079999999999998,0.9,0.7913043478260869,0.7227272727272727,0.7120000000000001,0.7999999999999999,0.9818181818181818,0.9199999999999999,0.7777777777777779,0.9333333333333333,0.9259259259259259,0.88125,0.8259740259740258,0.7333333333333333,0.55,0.8428884026258204
27,33,0.873684210526316,0.9119999999999999,0.8538461538461538,0.791304347826087,0.7,0.688,0.9333333333333332,0.9636363636363636,0.86,0.768888888888889,0.9076923076923077,0.9037037037037038,0.93125,0.8051948051948052,1.0,0.9,0.8358862144420133
27,35,0.8631578947368421,0.9279999999999999,0.876923076923077,0.8173913043478261,0.7,0.648,0.7333333333333332,0.9454545454545455,0.8800000000000001,0.7377777777777778,0.9384615384615385,0.8962962962962961,0.925,0.8233766233766234,0.8666666666666666,0.6,0.8341356673960613
29,15,0.8842105263157893,0.892,0.876923076923077,0.826086956521739,0.7772727272727272,0.688,0.7333333333333333,0.9090909090909092,0.8400000000000001,0.7955555555555555,0.953846153846154,0.9259259259259259,0.9375,0.8493506493506493,0.7333333333333333,0.6,0.8533916849015316
29,17,0.8947368421052632,0.876,0.8923076923076924,0.808695652173913,0.7181818181818181,0.688,0.9333333333333332,0.890909090909091,0.8399999999999999,0.7777777777777778,0.9128205128205129,0.9407407407407409,0.9,0.8,0.6,0.6,0.8315098468271336
29,19,0.8947368421052632,0.892,0.8538461538461538,0.782608695652174,0.7636363636363634,0.6960000000000001,0.8666666666666666,0.9454545454545455,0.9,0.7288888888888889,0.9384615384615385,0.8962962962962961,0.9,0.8207792207792208,0.7333333333333333,0.7,0.8367614879649891
29,21,0.9,0.924,0.8307692307692308,0.7913043478260869,0.6590909090909091,0.7360000000000001,0.9333333333333332,0.890909090909091,0.8200000000000001,0.7155555555555555,0.9589743589743591,0.888888888888889,0.925,0.8233766233766235,0.7333333333333333,0.65,0.8310722100656456
29,23,0.8421052631578949,0.868,0.8384615384615385,0.765217391304348,0.65,0.624,0.8666666666666666,0.9454545454545455,0.8400000000000001,0.7866666666666667,0.9230769230769231,0.8518518518518519,0.91875,0.8415584415584414,0.5999999999999999,0.85,0.8188183807439826
29,25,0.9052631578947368,0.892,0.8846153846153847,0.7652173913043478,0.6545454545454545,0.688,0.6666666666666666,0.8363636363636365,0.9200000000000002,0.7111111111111111,0.9076923076923077,0.9333333333333332,0.8875,0.8181818181818181,0.8666666666666666,0.85,0.8227571115973742
29,27,0.9052631578947368,0.8240000000000001,0.9,0.7913043478260869,0.7681818181818183,0.6799999999999999,0.7333333333333333,0.8727272727272727,0.9,0.7333333333333334,0.917948717948718,0.8666666666666666,0.9125,0.864935064935065,0.7333333333333333,0.65,0.8350109409190372
29,29,0.8894736842105262,0.9199999999999999,0.8461538461538461,0.7478260869565216,0.6772727272727272,0.6880000000000001,0.6,0.8727272727272727,0.8800000000000001,0.7955555555555556,0.953846153846154,0.9185185185185183,0.90625,0.794805194805195,0.7999999999999999,0.6,0.8293216630196938
29,31,0.905263157894737,0.8640000000000001,0.8384615384615385,0.7739130434782608,0.6454545454545454,0.664,0.7333333333333333,0.9454545454545455,0.8800000000000001,0.7555555555555555,0.9076923076923078,0.9333333333333333,0.91875,0.8129870129870131,0.5333333333333333,0.8,0.8205689277899342
29,33,0.8421052631578947,0.908,0.8230769230769232,0.8,0.7681818181818182,0.728,0.7333333333333332,0.9090909090909092,0.76,0.7644444444444445,0.8974358974358975,0.9111111111111111,0.88125,0.7922077922077924,0.8666666666666666,0.75,0.826695842450766
29,35,0.8894736842105264,0.9640000000000001,0.8615384615384617,0.6956521739130436,0.6818181818181819,0.6719999999999999,0.9333333333333332,0.9090909090909092,0.9199999999999999,0.7777777777777778,0.9435897435897438,0.8962962962962961,0.925,0.8207792207792208,1.0,0.65,0.8393873085339167
31,15,0.868421052631579,0.876,0.9076923076923078,0.8173913043478261,0.7,0.72,0.8666666666666666,0.890909090909091,0.8800000000000001,0.76,0.9333333333333333,0.8962962962962964,0.9,0.825974025974026,0.6666666666666666,0.45,0.8319474835886215
31,17,0.9,0.9359999999999999,0.8692307692307691,0.7652173913043478,0.6727272727272728,0.6799999999999999,0.8,0.9090909090909092,0.9,0.7288888888888889,0.9076923076923077,0.8740740740740742,0.9125,0.8233766233766234,0.7999999999999999,0.85,0.8301969365426695
31,19,0.9052631578947368,0.8639999999999999,0.876923076923077,0.808695652173913,0.6772727272727274,0.56,0.8666666666666666,0.8545454545454545,0.8,0.7733333333333334,0.9487179487179489,0.8814814814814815,0.9125,0.8493506493506494,0.9333333333333332,0.6,0.8275711159737419
31,21,0.9052631578947368,0.9279999999999999,0.8923076923076924,0.8,0.6681818181818182,0.664,0.6666666666666666,0.8727272727272728,0.8600000000000001,0.7466666666666666,0.9333333333333333,0.9037037037037037,0.91875,0.8441558441558442,0.8666666666666666,0.8,0.8385120350109408
31,23,0.9210526315789472,0.924,0.8692307692307694,0.7652173913043478,0.6636363636363637,0.712,0.7999999999999999,0.8363636363636363,0.76,0.7822222222222223,0.9230769230769231,0.8444444444444443,0.90625,0.825974025974026,0.6666666666666667,0.65,0.8288840262582056
31,25,0.9263157894736842,0.8880000000000001,0.8384615384615385,0.7652173913043477,0.7318181818181818,0.6960000000000001,0.7999999999999999,0.8727272727272728,0.8800000000000001,0.7955555555555556,0.9282051282051282,0.837037037037037,0.925,0.8181818181818181,0.5999999999999999,0.6,0.8332603938730854
31,27,0.8578947368421052,0.86,0.876923076923077,0.6521739130434783,0.7227272727272727,0.6880000000000001,0.8666666666666668,0.9090909090909092,0.8400000000000001,0.8088888888888889,0.9435897435897436,0.9185185185185187,0.875,0.8,0.7333333333333333,0.55,0.8214442013129103
31,29,0.8789473684210527,0.8560000000000001,0.8461538461538461,0.8260869565217392,0.7545454545454545,0.784,0.7333333333333333,0.8545454545454547,0.8800000000000001,0.7555555555555555,0.9384615384615385,0.9037037037037037,0.91875,0.8311688311688311,0.7333333333333333,0.75,0.8402625820568927
31,31,0.9052631578947368,0.908,0.8615384615384617,0.8347826086956521,0.6545454545454545,0.68,0.8666666666666668,0.9636363636363636,0.8800000000000001,0.7777777777777778,0.953846153846154,0.8814814814814815,0.9125,0.8207792207792208,0.6,0.8,0.837199124726477
31,33,0.9052631578947368,0.8560000000000001,0.9307692307692308,0.7391304347826086,0.6727272727272727,0.744,0.8666666666666666,0.890909090909091,0.9,0.7333333333333334,0.9128205128205128,0.9407407407407409,0.89375,0.8545454545454547,0.8,0.55,0.8336980306345734
31,35,0.9210526315789475,0.9239999999999998,0.876923076923077,0.7478260869565216,0.7090909090909091,0.6799999999999999,0.9333333333333332,0.9272727272727274,0.9199999999999999,0.72,0.9333333333333333,0.8962962962962961,0.94375,0.8467532467532468,0.8666666666666666,0.7,0.8433260393873084
33,15,0.9157894736842106,0.8560000000000001,0.8384615384615385,0.7826086956521738,0.7136363636363636,0.712,0.7999999999999999,0.890909090909091,0.8,0.8,0.917948717948718,0.8592592592592594,0.93125,0.8311688311688312,0.6,0.7,0.8319474835886215
33,17,0.8894736842105264,0.8560000000000001,0.8692307692307694,0.773913043478261,0.6318181818181818,0.64,0.8666666666666666,0.9272727272727274,0.8200000000000001,0.7155555555555556,0.9282051282051282,0.9407407407407407,0.94375,0.825974025974026,0.6666666666666666,0.65,0.8183807439824946
33,19,0.8894736842105264,0.9279999999999999,0.8615384615384617,0.7391304347826088,0.6545454545454545,0.544,0.7999999999999999,0.9272727272727274,0.86,0.7377777777777779,0.9333333333333333,0.8962962962962964,0.9,0.7662337662337663,0.7999999999999999,0.65,0.8091903719912471
33,21,0.8947368421052632,0.932,0.8692307692307691,0.7565217391304347,0.6727272727272726,0.72,1.0,0.890909090909091,0.8,0.7911111111111111,0.9384615384615385,0.888888888888889,0.90625,0.8103896103896104,0.8,0.8,0.8363238512035011
33,23,0.9263157894736842,0.884,0.9,0.7565217391304347,0.7363636363636362,0.632,0.7333333333333333,0.890909090909091,0.8400000000000001,0.7466666666666666,0.917948717948718,0.8666666666666668,0.875,0.8,0.7333333333333333,0.7,0.8231947483588622
33,25,0.8631578947368421,0.892,0.8692307692307694,0.782608695652174,0.6681818181818182,0.6960000000000001,0.4666666666666666,0.8363636363636363,0.8400000000000001,0.7644444444444445,0.9179487179487179,0.9037037037037038,0.8875,0.8233766233766234,0.8,0.55,0.8201312910284464
33,27,0.9,0.8559999999999999,0.8307692307692308,0.808695652173913,0.6727272727272727,0.7040000000000001,0.6666666666666666,0.9454545454545455,0.86,0.7244444444444444,0.9487179487179487,0.9259259259259259,0.93125,0.8155844155844155,0.7999999999999999,0.55,0.8253829321663021
33,29,0.9210526315789475,0.9039999999999999,0.8846153846153847,0.7478260869565216,0.7,0.68,0.7333333333333332,0.9636363636363636,0.86,0.7155555555555556,0.9435897435897436,0.9185185185185185,0.9,0.818181818181818,0.6666666666666667,0.75,0.8319474835886215
33,31,0.9105263157894736,0.924,0.8923076923076925,0.7913043478260869,0.7272727272727273,0.6960000000000001,0.6666666666666667,0.890909090909091,0.8800000000000001,0.7822222222222222,0.9487179487179487,0.9111111111111111,0.90625,0.8233766233766234,0.8666666666666666,0.65,0.8459518599562363
33,33,0.9,0.8640000000000001,0.8846153846153847,0.7739130434782607,0.7,0.608,0.7333333333333333,0.9090909090909092,0.76,0.7422222222222222,0.9025641025641027,0.9407407407407409,0.8875,0.7844155844155845,0.6666666666666666,0.75,0.8135667396061269
33,35,0.8578947368421053,0.9,0.8076923076923077,0.7913043478260869,0.6363636363636364,0.72,0.8666666666666666,0.9636363636363636,0.8400000000000001,0.7555555555555556,0.8974358974358975,0.9037037037037037,0.90625,0.8181818181818183,0.9333333333333332,0.75,0.8218818380743983
35,15,0.8842105263157896,0.908,0.876923076923077,0.808695652173913,0.7,0.712,0.8666666666666666,0.8727272727272727,0.9199999999999999,0.7555555555555556,0.9487179487179489,0.874074074074074,0.90625,0.8,1.0,0.6,0.8336980306345734
35,17,0.8526315789473685,0.9119999999999999,0.8461538461538461,0.826086956521739,0.65,0.736,0.8,0.9272727272727274,0.8400000000000001,0.7422222222222222,0.953846153846154,0.8814814814814815,0.91875,0.8181818181818181,0.8666666666666666,0.6,0.8288840262582058
35,19,0.8789473684210526,0.9279999999999999,0.8076923076923077,0.7304347826086957,0.6681818181818182,0.632,0.7333333333333333,0.8727272727272728,0.8600000000000001,0.7511111111111111,0.9692307692307693,0.888888888888889,0.94375,0.8441558441558442,0.9333333333333332,0.65,0.8301969365426697
35,21,0.905263157894737,0.9279999999999999,0.9000000000000001,0.808695652173913,0.7227272727272727,0.632,0.7333333333333334,0.890909090909091,0.86,0.7822222222222222,0.953846153846154,0.9333333333333332,0.93125,0.8103896103896104,0.6666666666666666,0.7,0.8437636761487965
35,23,0.8842105263157896,0.8800000000000001,0.8307692307692308,0.7304347826086957,0.6818181818181819,0.752,1.0,0.9090909090909092,0.9,0.8222222222222223,0.9282051282051282,0.8592592592592592,0.90625,0.8727272727272727,0.9333333333333332,0.65,0.8420131291028448
35,25,0.8736842105263157,0.8879999999999999,0.8692307692307694,0.8173913043478261,0.6318181818181817,0.696,0.7999999999999999,0.9090909090909092,0.9199999999999999,0.8133333333333332,0.9384615384615387,0.8592592592592592,0.9,0.8103896103896104,0.5333333333333333,0.7,0.8266958424507658
35,27,0.8894736842105262,0.9079999999999998,0.8923076923076924,0.7391304347826088,0.7,0.688,0.8,0.8727272727272728,0.76,0.7866666666666667,0.9384615384615385,0.8666666666666668,0.9125,0.7922077922077924,0.7333333333333333,0.75,0.8266958424507658
35,29,0.8421052631578949,0.884,0.8384615384615385,0.8173913043478261,0.7090909090909092,0.696,0.8666666666666666,0.8727272727272727,0.9,0.72,0.9435897435897436,0.9555555555555554,0.90625,0.8545454545454547,0.6666666666666667,0.6,0.8332603938730854
35,31,0.9157894736842106,0.884,0.8461538461538461,0.7913043478260869,0.7181818181818183,0.696,0.8666666666666666,0.9272727272727274,0.8600000000000001,0.7733333333333332,0.9589743589743591,0.8148148148148147,0.8875,0.8207792207792208,0.6666666666666666,0.85,0.8332603938730854
35,33,0.8947368421052632,0.924,0.876923076923077,0.7478260869565216,0.6227272727272727,0.672,0.7333333333333333,0.890909090909091,0.8400000000000001,0.7911111111111111,0.9487179487179489,0.8962962962962964,0.8875,0.8207792207792208,0.7999999999999999,0.7,0.8280087527352297
35,35,0.9052631578947368,0.916,0.9,0.7478260869565218,0.6863636363636363,0.64,0.7999999999999999,0.9454545454545455,0.8400000000000001,0.7555555555555555,0.9282051282051282,0.9407407407407409,0.90625,0.8467532467532468,0.8,0.7,0.8385120350109411
